[GIN] 2022/11/18 - 09:23:28 | 200 | 15.002553671s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:23:28 | 200 | 15.002850995s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:23:28 | 200 | 15.003183141s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:25:17 | 200 |    2.424399ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 09:25:17 | 200 |    1.593113ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 09:25:23 | 200 |          2m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:25:23 | 200 |          2m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:25:23 | 200 |          2m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:25:23 | 200 |          2m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:25:27 | 200 | 10.002779407s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:25:27 | 200 | 10.002280354s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:25:27 | 200 | 10.002313248s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 09:25:27 | 200 | 10.001933175s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 10:17:01 | 200 |    1.827585ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 10:17:01 | 200 |    1.711966ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 10:17:36 | 200 | 35.010191958s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 10:17:36 | 200 | 35.023296499s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 10:17:36 | 200 | 35.006618296s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 10:17:36 | 200 | 35.005963836s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 10:26:15 | 200 |   50.068584ms |       127.0.0.1 | POST     "/login"
[GIN] 2022/11/18 - 10:26:15 | 200 |    1.876397ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 10:26:15 | 200 |    2.209408ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 10:35:21 | 200 |          9m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 10:35:21 | 200 |          9m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 10:48:55 | 200 |   51.879447ms |       127.0.0.1 | POST     "/login"
[GIN] 2022/11/18 - 10:48:55 | 200 |    3.922889ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 10:48:55 | 200 |    1.331385ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 10:48:59 | 200 |     1.63892ms |       127.0.0.1 | GET      "/users?search=dika"
[GIN] 2022/11/18 - 11:00:33 | 200 |   62.417306ms |       127.0.0.1 | POST     "/login"
[GIN] 2022/11/18 - 11:00:33 | 200 |    1.879304ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:00:33 | 200 |    1.638771ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:00:36 | 200 |    2.458952ms |       127.0.0.1 | GET      "/users?search=ajna"
[GIN] 2022/11/18 - 11:00:39 | 200 |      465.53µs |       127.0.0.1 | GET      "/user/4ebd762d-d329-4dd3-b2a1-fb5fb97a5f91/posts"
[GIN] 2022/11/18 - 11:00:39 | 200 |     932.465µs |       127.0.0.1 | GET      "/user/4ebd762d-d329-4dd3-b2a1-fb5fb97a5f91"
[GIN] 2022/11/18 - 11:00:39 | 200 |     308.036µs |       127.0.0.1 | GET      "/friendshipStatus/4ebd762d-d329-4dd3-b2a1-fb5fb97a5f91"
[GIN] 2022/11/18 - 11:00:39 | 200 |     271.065µs |       127.0.0.1 | GET      "/user/4ebd762d-d329-4dd3-b2a1-fb5fb97a5f91/posts"
[GIN] 2022/11/18 - 11:00:39 | 200 |      917.54µs |       127.0.0.1 | GET      "/user/4ebd762d-d329-4dd3-b2a1-fb5fb97a5f91"
[GIN] 2022/11/18 - 11:10:30 | 200 |   51.039945ms |       127.0.0.1 | POST     "/login"
[GIN] 2022/11/18 - 11:10:30 | 200 |    2.054896ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:10:30 | 200 |     1.67316ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:10:35 | 200 |     2.82594ms |       127.0.0.1 | GET      "/users?search="
[GIN] 2022/11/18 - 11:10:38 | 200 |         10m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:38 | 200 |         10m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:39 | 200 |        21m40s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:39 | 200 |        21m40s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:39 | 200 |        21m40s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:39 | 200 |        21m40s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:40 | 200 |        21m45s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:40 | 200 |        21m45s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:40 | 200 | 10.002891601s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:40 | 200 | 10.001651945s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:41 | 200 |         10m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:41 | 200 |         10m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:41 | 200 |         10m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:10:41 | 200 |         10m5s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:02 | 200 |   50.864494ms |       127.0.0.1 | POST     "/login"
[GIN] 2022/11/18 - 11:12:02 | 200 |     1.72421ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:12:02 | 200 |    1.412625ms |       127.0.0.1 | GET      "/posts"
[GIN] 2022/11/18 - 11:12:07 | 200 |    2.235508ms |       127.0.0.1 | GET      "/users?search="
[GIN] 2022/11/18 - 11:12:10 | 200 |         1m35s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:10 | 200 |         1m35s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:10 | 200 |         1m35s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:10 | 200 |         1m35s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:12 | 200 | 10.002352767s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:12 | 200 | 10.001906443s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:14 | 200 |         1m40s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:14 | 200 |         1m40s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
[GIN] 2022/11/18 - 11:12:14 | 200 |         1m40s |   192.168.50.35 | GET      "/websocket/notifications/df305835-626c-428d-b712-c9375268c0a5"
